set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,ToolsFreq_ArcGIS_encoded,ToolsFreq_Canva_encoded,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL
kwSO,Employee,1-5,6,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Qyfz,EmployeeANDFreelance,6-10,7,Often,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,Rarely,Often,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],"Tableau, arcGis, excel",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
aDIX,Employee,6-10,12,Sometimes,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Often,Never,Never,Sometimes,Never,Never,Often,Sometimes,Often,Never,Never,Never,Never,Never,Never,Rarely,Often,Never,Never,Never,[^not answered],"Python, Vega, Power BI",1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
rhHU,Employee,6-10,5,Never,Never,Never,Never,Never,Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,[^not chosen],Often,Never,Never,Never,Never,Alteryx,Tableau; Figma,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AUpV,Freelance,11-15,15,Never,Never,Never,Rarely,Never,Rarely,Often,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Never,Never,Rarely,Never,Rarely,Never,Often,Never,Never,Sometimes,Never,Dataiku Engine for Visualization,"Tableau, Python",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
bgJB,Employee,1-5,8,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],Rarely,Rarely,[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
IGCf,Freelance,1-5,8,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Often,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],Excel; PowerPoint; Tableau,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
HbYC,Employee,6-10,5,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
blrD,Employee,6-10,7,Never,Sometimes,Never,Never,Sometimes,Often,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],Flourish;PowerPoint,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
hJJc,Employee,1-5,14,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Often,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Often,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,[^not answered],[^not answered],0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
uXlE,EmployeeAND,6-10,4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],ChatJS,"ChartJS, Vue",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LXPt,Employee,1-5,4,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Jocp,Employee,6-10,8,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Canva; Python,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
nkcA,Freelance,6-10,14,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Often,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,[^not answered],[^not answered],0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
zvte,Employee,6-10,9,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,[^not chosen],Rarely,[^not chosen],[^not chosen],Often,[^not chosen],Rarely,Rarely,[^not chosen],[^not chosen],libre office calc,d3;svelte,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
ukTs,Employee,1-5,10,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Sometimes,Sometimes,Sometimes,[^not chosen],Often,Sometimes,[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],R; ggplot2; pen and paper,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
MLMi,Employee,1-5,18,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Rarely,Often,Often,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Often,Never,Never,Never,Never,ChatGPT Advanced Data Analysis,Tableau;Power BI;Flourish,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
fDUV,Employee,6-10,21,Never,Rarely,Rarely,Often,Rarely,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Often,Rarely,Sometimes,Rarely,Never,Never,Rarely,Rarely,Rarely,Never,Never,Often,Often,Often,Often,Sometimes,Rarely,Never,Rarely,Observable Plot library; Quarto Notebooks (to deploy notebook prototypes); Sigma (evaluating) ; Databricks SQL; Atlassian Analytics; Altair; Mosaic;,Observable; D3js; Svelte,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
tVxf,Freelance,1-5,9,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Often,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,everviz,everviz,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WvuS,Freelance,11-15,12,Never,Never,Never,Sometimes,Never,Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Often,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Often,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],QGIS;Observable,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
xJbQ,Freelance,11-15,12,Never,Never,Never,Often,Never,Often,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],Sometimes,Often,[^not chosen],[^not chosen],Often,[^not chosen],Often,[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],"D3, Python",0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
LgBP,Employee,1-5,14,Never,Never,Sometimes,Never,Sometimes,Often,Often,Never,Sometimes,Never,Never,Often,Never,Often,Never,Never,Sometimes,Never,Never,Never,Often,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Often,Never,Never,Sometimes,Never,Never,Never,Never,Editor X; Airtable,Figma; Google Sheets; Airtable,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
GVTn,Employee,1-5,8,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,Often,[^not chosen],Often,[^not chosen],[^not chosen],Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Power BI; Python; R,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
cNnB,Employee,1-5,8,Never,Rarely,Never,Never,Never,Often,Never,Often,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],[^not answered],0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
zinu,Employee,1-5,14,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Often,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Never,[^not answered],Pen and paper; Tableau; RAWGraphs,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
RIep,Employee,6-10,11,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Never,Often,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],Python; Tableau,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
jzFb,Employee,6-10,7,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
IAfq,EmployeeAND,11-15,9,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Never,[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Sometimes,Sometimes,[^not chosen],Never,Rarely,[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],PowerBI; Excel; PowerPoint,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
qtaq,Employee,6-10,5,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not answered],[^not answered],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
IluM,EmployeeANDFreelanceAND,11-15,11,Never,Never,Never,Often,Never,Never,Often,Never,Never,Never,Never,Often,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Often,Rarely,Never,Never,Never,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],"Paper + writing / drawing utensils, D3.js, Google Sheets (just for organizing the data, not visualizing it, though)",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
lTXG,Employee,6-10,3,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Knime,Knime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MiWJ,Employee,1-5,8,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Often,Rarely,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],"Tableau, Flourish",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TDsn,EmployeeAND,1-5,7,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],Sometimes,[^not chosen],Sometimes,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Tableau,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
LfTO,Freelance,26-30,5,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],"Tableau, Power BI, R (ggplot)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
QWBY,Passive income,16-20,27,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Often,Sometimes,Often,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,[^not chosen],Never,Often,Sometimes,Never,no,"pówer bi, tableao, r",1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
BTsF,Employee,1-5,5,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],tableau,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
PHEx,EmployeeANDFreelance,6-10,17,Never,Never,Often,Often,Often,Sometimes,Often,Never,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Often,Never,Never,Never,Often,Never,Never,Never,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Often,Never,Never,Never,Never,Sometimes,[^not answered],Svelte;D3;WebGL,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
yJdt,Employee,11-15,6,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],Sometimes,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Tableau,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
eYbO,Employee,11-15,4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Illustrator; Tableau;,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dUvl,Employee,1-5,14,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Often,Sometimes,Sometimes,Sometimes,[^not chosen],[^not chosen],[^not chosen],Sometimes,Sometimes,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,Often,Often,[^not chosen],[^not chosen],[^not chosen],Often,Sometimes,[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
pqGf,FreelanceAND,6-10,5,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau; Tableau Prep,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
niGp,Freelance,6-10,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kDIT,EmployeeANDFreelance,6-10,18,Rarely,Never,Never,Rarely,Often,Often,Never,Often,Rarely,Never,Never,Often,Never,Often,Rarely,Never,Often,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Rarely,Never,Never,Often,Never,Rarely,Often,Never,Never,Never,Never,Scrollama,"Mapbox, Scrollama, Flourish",1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
krfH,Employee,16-20,8,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],ggplot; D3.js; Tableau,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Fdvn,Employee,6-10,5,[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Often,[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vCHe,Freelance,6-10,8,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Sometimes,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],Often,Often,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Illustrator;figma;PowerPoint,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
